Investor Name;Investor Name URL;Number of Investments;Number of Exited Companies;Location;Investor Type;Description;Website;Twitter;Facebook;LinkedIn;Number of Portfolio Companies;Number of Lead Investments;Program Duration;Next Application Deadline;Program Type
East Gate Capital Management;https://www.crunchbase.com/organization/east-gate-capital-management;9;1;Los Altos, California, United States;Venture Capital;East Gate Capital Management is an investment company specialized in early-stage venture, mezzanine, and bridge financings.;http://www.eg-group.com;;;;7;1;;;
East Peak; Inc.;https://www.crunchbase.com/organization/east-peak-partners-of-san-francisco;5;1;Mill Valley, California, United States;Venture Capital;East Peak, Inc is a private company categorized under Business Services (Unclassified) and located in Marin County, CA.;http://www.eastpeak.com;https://www.twitter.com/eastpeak;https://www.facebook.com/eastpeak;;4;2;;
East West Bank;https://www.crunchbase.com/organization/east-west-bank;11;6;Pasadena, California, United States;Venture Debt;East West Bancorp is a publicly owned company with $22 billion in assets. The Companyâ€™s wholly owned subsidiary, East West Bank, is one of;http://eastwestbank.com;http://twitter.com/EastWestBank;;http://www.linkedin.com/company/14528;11;1;;;
Eastbourne Capital Management;https://www.crunchbase.com/organization/eastbourne-capital-management;1;;San Rafael, California, United States;Private Equity Firm;Eastbourne Capital Management privately owned investment manager.;http://www.eastbournecapital.com;;;;1;;;;
Eastlink Capital;https://www.crunchbase.com/organization/eastlink-capital;9;2;Menlo Park, California, United States;Venture Capital;Eastlink is a mobile and data focused venture capital firm focusing on early to growth stage investment opportunities in Silicon Valley.;http://www.eastlinkcap.com;;;;8;;;;
EBITDA;https://www.crunchbase.com/organization/ebitda;1;;Los Angeles, California, United States;Private Equity Firm;EBITDA Media was founded in 2006 by William F. Cobert, former President & CEO of CANON COMMUNICATIONS. EBITDA Media is an investment;http://www.ebitdamedia.com/companies.html;;;;1;;;;
ECA Ventures;https://www.crunchbase.com/organization/europlay-capital-advisors;12;1;Sherman Oaks, California, United States;Venture Capital;ECA Ventures invests in seed- and early-stage mobile, online gaming, social media, and cloud- and location-based companies.;http://europlaycapital.com;;;;11;1;;;
Echo Capital;https://www.crunchbase.com/organization/echo-capital;1;;Santa Monica, California, United States;Venture Capital;the investment firm with a millennial edge;http://www.echocapital.com;;https://www.facebook.com/1445415485724642;;1;;;;
Eclipse;https://www.crunchbase.com/organization/eclipse-ventures;27;;Palo Alto, California, United States;Venture Capital;Eclipse works with entrepreneurs harnessing the combined power of hardware, software, and data to build companies of the future.;http://eclipse.vc/;;;;23;15;;;
EcoR1 Capital;https://www.crunchbase.com/organization/ecor1-capital;18;11;San Francisco, California, United States;Venture Capital;EcoR1 Capital is a biotech-focused investment advisory firm.;http://ecor1cap.com/;;;https://www.linkedin.com/company/2796455?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A2796455%2Cidx%3A1-1-1%2CtarId%3A1441126555540%2Ctas%3AEcoR1%20Capital;17;1;;;
Ecosystem Integrity Fund;https://www.crunchbase.com/organization/ecosystem-integrity-fund;6;2;San Francisco, California, United States;Venture Capital;Ecosystem Integrity Fund is a venture capital fund that targets its investments on industries of renewable energy and green chemistry.;http://ecosystemintegrity.com/;http://twitter.com/EcosystemFund;;;6;4;;;
Ecosystem Ventures;https://www.crunchbase.com/organization/ecosystem-ventures;20;4;San Francisco, California, United States;Venture Capital;Ecosystem Ventures, a Silicon Valley-based venture capital, offers investment and strategic consulting services to seed-stage companies.;http://www.ecosystemventures.com/en/aboutus/index.php;http://twitter.com/ecosystemVC;;;19;2;;;
Edgewood Ventures;https://www.crunchbase.com/organization/edgewood-ventures;;;Los Altos, California, United States;Micro VC;Edgewood Ventures, LLC. is a Silicon Valley, California based accelerator focusing on high growth ventures in the United States and India.;http://www.edgewoodventuresllc.com;;;;;;;;
Efficacy Capital;https://www.crunchbase.com/organization/efficacy-capital;1;1;San Diego, California, United States;Venture Capital;private equity;;;;;1;;;;
Eileses Capital;https://www.crunchbase.com/organization/eileses-capital;2;;San Francisco, California, United States;Venture Capital;Eileses Capital invests in companies that will improve the way we live, learn, and work.;http://www.eileses.com;;;;2;1;;;
El Dorado Ventures;https://www.crunchbase.com/organization/el-dorado-ventures;106;27;Menlo Park, California, United States;Venture Capital;El Dorado Ventures invests in early-stage companies with disruptive technology and business models in emerging and high-growth markets.;http://www.eldorado.com;http://twitter.com/eldoradovc;;;56;21;;;
Elefund;https://www.crunchbase.com/organization/elefund;8;2;Palo Alto, California, United States;Venture Capital;Elefund is a thesis-driven, micro venture capital focused on investments in early-stage technology companies.;http://elefund.com;;;;8;;;;
Eleven Two Capital;https://www.crunchbase.com/organization/eleventwocapital;15;1;San Francisco, California, United States;Micro VC;â€‹Eleven Two Capital is an early stage venture capital fund that invests in breakthrough technologies in software, hardware, and healthcare.;http://www.eleventwocap.com;;;https://www.linkedin.com/company/10485200?trk=prof-exp-company-name;14;;;;
ELEVEN ZULU CAPTIAL;https://www.crunchbase.com/organization/eleven-zulu-captial;;;Los Angeles, California, United States;Venture Capital;ELEVEN:ZULU CAPITAL is a new breed VC firm of a bunch of entrepreneurs, founded to be a stronghold for extraordinary entrepreneurs.;http://11zulucapital.com;;;;;;;;
Elixir Capital Management;https://www.crunchbase.com/organization/elixir-capital-management;6;;Palo Alto, California, United States;Private Equity Firm;Elixir Capital is a growth-stage investment fund focus on emerging market opportunities.;http://www.elixircap.com;;;;6;4;;;
Ellis Energy Investments;https://www.crunchbase.com/organization/ellis-energy-investments;1;;Bakersfield, California, United States;Angel Group;Ellis Energy Investments is a Seed Investment Company that helps early stage companies launch, monetize and grow.;http://ellisenergyinvestments.com;;;;1;;;;
Emagen Investment Group; Inc.;https://www.crunchbase.com/organization/emagen-investment-group-inc;17;1;Redondo Beach, California, United States;Venture Capital;Emagen Investment Group is a venture fund focused on seed- and early-stage investments.;;;http://www.facebook.com/pages/Emagen-Entertainment-Group/164642408267;;17;;;
emat Capital Management;https://www.crunchbase.com/organization/emat-capital-management;;;Los Angeles, California, United States;Micro VC;emat Capital is an investment and advisory firm.;http://www.ematcapital.com;;;;;;;;
Embarcadero Ventures;https://www.crunchbase.com/organization/embarcadero-ventures;11;6;San Francisco, California, United States;Venture Capital;Embarcadero Ventures is a venture fund specialized in seed- and early-stage venture investments.;;;;;10;1;;;
EMC Ventures;https://www.crunchbase.com/organization/emc-ventures;7;2;Palo Alto, California, United States;Corporate Venture Capital;EMC Ventures is a California-based venture capital firm that funds innovative technology companies.;http://www.emc.com/corporate/emc-ventures/index.htm;;http://www.facebook.com/EMCVentures;;6;1;;;
Emerald Ocean Capital;https://www.crunchbase.com/organization/emerald-ocean-capital;;;Newport Beach, California, United States;Private Equity Firm;Emerald Ocean Capital is a venture capital advisory firm.;http://www.emeraldocean.com;;;https://www.linkedin.com/company/emerald-ocean-capital;;;;;
Emergence Capital Partners;https://www.crunchbase.com/organization/emergence-capital-partners;129;14;San Mateo, California, United States;Venture Capital;Emergence Capital Partners is a venture capital firm that invests in early and growth-stage enterprise cloud visionaries.;http://www.emcap.com;http://twitter.com/emergencecap;https://www.facebook.com/emergencecapitalpartners?fref=ts;http://www.linkedin.com/company/218022;63;50;;;
Emergent Medical Partners;https://www.crunchbase.com/organization/emergent-medical-partners;21;5;Portola Valley, California, United States;Venture Capital;Emergent Medical Partners is a California-based life sciences investment firm focused on medical device and healthcare companies.;http://www.emvllp.com;;;;15;3;;;
Emerson Collective;https://www.crunchbase.com/organization/emerson-collective;12;;Walnut Creek, California, United States;Micro VC;Emerson Collective is continually amazed by whatâ€™s possible when you harness the entrepreneurial spirit and the kinds of meaningful;http://emersoncollective.com;http://twitter.com/EmCollective;https://www.facebook.com/Emerson-Collective-491628891019351/;https://www.linkedin.com/company/emerson-collective;11;1;;;
Emerson Equity LLC;https://www.crunchbase.com/organization/emerson-equity-llc;;;San Mateo, California, United States;Private Equity Firm;Emerson Equity is a full-service brokerage focused on offering high net worth individuals and institutional clients.;http://www.emersonequity.com;;;;;;;;
Enable Capital Management;https://www.crunchbase.com/organization/enable-capital-management;3;1;San Francisco, California, United States;Venture Capital;Enable Capital Management is a privately owned hedge fund sponsor based in San Francisco that finances private equity investments.;;;;;3;1;;;
Encinal Capital Group;https://www.crunchbase.com/organization/encinal-capital-group;;;Palo Alto, California, United States;Private Equity Firm;Encinal Capital Group, LLC (ECC) is an investment firm that specializes in public and private growth equity.;http://www.wgcm.com;;;;;;;;
Endeavor Partners;https://www.crunchbase.com/organization/endeavor-partners-2;;;Los Altos, California, United States;Micro VC;Early Stage Investment Firm;http://www.endeavorgroup.com;;;;;;;;
Endgame Partners;https://www.crunchbase.com/organization/endgame-partners;1;;Beverly Hills, California, United States;Private Equity Firm;Private investment firm and incubator based in Los Angeles, CA;http://www.endgamepartners.com/;;;;1;;;;
Endure Capital;https://www.crunchbase.com/organization/endure-capital;4;;Palo Alto, California, United States;Venture Capital;Endure Capital is an early stage investment fund headed by entrepreneurs looking for startup teams.;http://www.endurecap.com/;https://twitter.com/endureC;;https://www.linkedin.com/company/9276815?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9276815%2Cidx%3A1-1-1%2CtarId%3A1440685381689%2Ctas%3AEndure%20Capital;4;;;;
Enerdigm Ventures;https://www.crunchbase.com/organization/enerdigm-ventures;8;;Palo Alto, California, United States;Venture Capital;We focus on late seed or early series A investments based in Hawaii or Silicon Valley;http://enerdigm.com;http://twitter.com/darrentkimura;http://www.facebook.com/enerdigm;http://www.linkedin.com/company/enerdigm-ventures;4;1;;;
Engineering Capital;https://www.crunchbase.com/organization/engineering-capital;14;1;Palo Alto, California, United States;Venture Capital;Engineering Capital partners with great entrepreneurs driven by technical insightsâ€”before traditional venture firms are willing.;http://www.engineeringcapital.com/;https://www.twitter.com/ashmeetsidana;;;9;;;;
Enter Capital;https://www.crunchbase.com/organization/enter-capital;;;San Francisco, California, United States;Venture Capital;Enter Capital works on behalf of investment funds, family offices, and corporate buyers.;https://entercapital.com/;https://www.twitter.com/entercapital;https://www.facebook.com/entercapitalplatform;;;;;;
Enterprise Partners;https://www.crunchbase.com/organization/enterprise-partners;93;24;La Jolla, California, United States;Micro VC;Enterprise Partners was founded in 1985 and is one of the few venture firms that have consistently focused on investing in Southern;http://www.epvc.com;;;http://www.linkedin.com/company/46473;50;19;;;
Enterslice Inc;https://www.crunchbase.com/organization/enterslice-inc;1;;California City, California, United States;Venture Capital;Startup mentor & Early stage investment;https://www.enterslicellp.com/;https://twitter.com/enterslice;https://www.facebook.com/enterslicevalueadvisorsllp;https://www.linkedin.com/company/enterslice;1;;;;
Entertainment Media Ventures;https://www.crunchbase.com/organization/entertainment-media-ventures;13;5;Los Angeles, California, United States;Venture Capital;EMV is active in media investment and strategic advisory work.;http://emventures.com;;;;12;3;;;
Entrepia Ventures;https://www.crunchbase.com/organization/entrepia-ventures;15;3;Santa Clara, California, United States;Venture Capital;Entrepia Ventures manages VC funds that invest in early-to expansion-stage, technology-based, private companies.;http://www.entrepia.com;;;;7;1;;;
Envisage Equity;https://www.crunchbase.com/organization/envisage-equity;1;;Newport Beach, California, United States;Micro VC;Envisage Equity is operationally-focused growth equity private equity firm that specializes in growth capital and middle market investments.;http://www.envisageequity.com/;;;;1;;;;
Envision Ventures;https://www.crunchbase.com/organization/envision-ventures;7;;Menlo Park, California, United States;Venture Capital;Independent, evergreen venture capital fund;http://envisionvc.com/;;;;7;;;;
ePlanet Capital;https://www.crunchbase.com/organization/dfj-eplanet-ventures;45;13;San Jose, California, United States;Venture Capital;EPlanet Capital provides venture capital and investment for telecom, media, and technology companies.;http://www.eplanetcapital.com;;;;32;12;;;
EquiFunds_VC;https://www.crunchbase.com/organization/equifunds-vc;;;Newport Beach, California, United States;Venture Capital;Venture Capital | Capital Markets | Family Offices;https://www.equifunds.com;https://twitter.com/equifunds_vc;https://www.facebook.com/Equifunds;https://www.linkedin.com/in/equifunds;;;;;
Equipo Ventures;https://www.crunchbase.com/organization/equipo-ventures;1;;San Francisco, California, United States;Venture Capital;Equipo Ventures helps guide companies through their startup phases.;http://equipoventures.com/;;;;1;;;;
Ern Capital;https://www.crunchbase.com/organization/ern-capital;1;;Pomona, California, United States;Venture Capital;Ern Capital was added in 2011.;http://erncapital.com;;;;1;;;;
Espial Ventures;https://www.crunchbase.com/organization/espial-ventures;;;Menlo Park, California, United States;Micro VC;Espial Ventures mandate is to invest in the leading companies of tomorrow by igniting innovation.;http://www.EspialVentures.com;http://twitter.com/EspialVentures;http://www.facebook.com/EspialVentures;http://www.linkedin.com/company/3634877;;;;;
Essex Capital Corporation;https://www.crunchbase.com/organization/essex-capital-corporation;1;1;Santa Barbara, California, United States;Venture Capital;Essex Capital acts as a financing source and lessor to credit worthy companies on a nationwide basis, leasing all assets except vehicles;http://www.essexcapitalcorp.com;;;;1;;;;
Essex Property Trust;https://www.crunchbase.com/organization/essex-property-trust;1;1;Palo Alto, California, United States;Venture Capital;Essex Property Trust, Inc., is a fully integrated real estate investment trust (REIT) that acquires, develops, redevelops, and manages;http://www.essexpropertytrust.com;http://twitter.com/essexproperties;;;1;;;;
Essex Woodlands Health Ventures;https://www.crunchbase.com/organization/essex-woodlands-health-ventures;72;22;Palo Alto, California, United States;Venture Capital;Essex Woodlands is a healthcare growth equity and venture capital firm.;http://www.ewhv.com;;;https://www.linkedin.com/company/73860?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A73860%2Cidx%3A1-1-1%2CtarId%3A1440800233382%2Ctas%3AEssex%20Woodlands%20;43;34;;;
ET Capital Partners;https://www.crunchbase.com/organization/et-capital-partners;2;;Pleasanton, California, United States;Private Equity Firm;ET Capital Partners is a New York-based company focused on private equity investments.;http://www.etcapital.us;;;;2;;;;
Ethika Investments;https://www.crunchbase.com/organization/ethika-investments;;;Los Angeles, California, United States;Private Equity Firm;A real estate private equity firm;http://www.ethikainvestments.com/;;;;;;;;
EuroUS Ventures;https://www.crunchbase.com/organization/eurous-ventures;3;1;San Francisco, California, United States;Venture Capital;EuroUS Ventures is a San Francisco-based venture capital firm that funds companies which have passed the early development stages.;http://www.eurousventures.com;;;http://www.linkedin.com/company/42153;2;;;;
eVisibility;https://www.crunchbase.com/organization/evisibility;1;1;San Diego, California, United States;Micro VC;eVisibilityÃ¢â‚¬â„¢s mission is to connect the right audiences to a clientÃ¢â‚¬â„¢s online assets. For more than 12 years theyÃ¢â‚¬â„¢ve successfully;http://www.evisibility.com;http://twitter.com/evisibility;http://www.facebook.com/LSFinteractive;http://www.linkedin.com/company/lsf-interactive;1;;;;
Evolution Media Partners;https://www.crunchbase.com/organization/evolution-media-partners;10;;Los Angeles, California, United States;Venture Capital;Evolution Media Partners is a growth equity and venture capital firm specialized in investment banking and strategic advisory services.;https://www.evolutionmediacapital.com/investment-company/;;;;10;6;;;
Excelsior Capital Partners;https://www.crunchbase.com/organization/excelsior-capital-partners;;;Newport Beach, California, United States;Private Equity Firm;Special Situations, Turnarounds, Private Equity, Distressed Debt;http://www.excelcp.com;;;;;;;;
Exchangel;https://www.crunchbase.com/organization/exchangel;;;Santa Monica, California, United States;Angel Group;The goal for exchangel is mostly to have fun, but also perhaps to create a tool that actual angel investors.;http://exchangel.co/;http://twitter.com/exchangelco;;;;;;;
Exigen Capital;https://www.crunchbase.com/organization/exigen-capital;1;;San Francisco, California, United States;Private Equity Firm;Exigen Capital is a transformational Private Equity firm that invests in carve outs and large cap startups in the Financial Services,;http://www.exigencapital.com;;;;1;1;;;
Explorador.net;https://www.crunchbase.com/organization/explorador-net;2;;San Francisco, California, United States;Venture Capital;Explorador.net investments in Internet start-ups located in Latin America.;http://explorador.net;;;;2;1;;;
Exponential Partners;https://www.crunchbase.com/organization/exponential-partners;5;;Newport Beach, California, United States;Venture Capital;Exponential Partners is a California-based venture capital fund that provides seed investments.;http://www.exponential.vc/;;;;5;4;;;
Express Ventures;https://www.crunchbase.com/organization/express-ventures;4;1;San Diego, California, United States;Venture Capital;Express Ventures assists San Diego-based pre-Series A stage entrepreneurs by providing initial funding and focused attention on company;http://www.expressventures.com;;https://www.facebook.com/646287392104713;;3;;;;
F50;https://www.crunchbase.com/organization/f50;12;1;San Francisco, California, United States;Angel Group;F50 is a venture capital syndication platform that invests in entrepreneurial teams transforming big ideas into game-changing companies.;http://f50.io;http://twitter.com/Fundable50;http://www.facebook.com/fundable50;http://www.linkedin.com/company/f50;12;;;;
Falcon Global Capital;https://www.crunchbase.com/organization/falcon-global-capital;;;San Diego, California, United States;Private Equity Firm;Falcon Global Capital, LLC is an asset management company focused on the Bitcoin and digital currency industry.;http://www.FalconGlobalCapital.com;http://twitter.com/falconglobalcap;http://www.facebook.com/falconglobalcapital;http://www.linkedin.com/company/3623377;;;;;
Family Office Venture Capital;https://www.crunchbase.com/organization/family-office-venture-capital;;;San Francisco, California, United States;Venture Capital;We connect family office venture capital with exceptional private companies.;https://FamilyOffice.VC;https://twitter.com/familyofficevc;https://www.facebook.com/familyofficevc;https://linkedin.com/in/familyofficevc;;;;;
Farallon Capital Management;https://www.crunchbase.com/organization/farallon-capital-management;14;4;San Francisco, California, United States;Venture Capital;Farallon Capital Management, L.L.C. is an American capital management firm that manages funds on behalf of institutions and individuals;http://www.faralloncapital.com;;;;10;2;;;
Farmers Investment Club;https://www.crunchbase.com/organization/farmers-investment-club;1;;Palo Alto, California, United States;Angel Group;Stanford Farmers Investment Club is a group of Stanford professors that make angel investments;;;;;1;;;;
fbFund;https://www.crunchbase.com/organization/fbfund;23;5;Palo Alto, California, United States;Angel Group;FbFund is a seed fund providing micro-seed investments for companies developing websites and applications related to Facebook.;http://developers.facebook.com/fbFund.php;http://twitter.com/fbFund;;;21;3;;;
Felicis Ventures;https://www.crunchbase.com/organization/felicis-ventures;312;77;Menlo Park, California, United States;Micro VC;Felicis Ventures is a venture capital firm specialized in angel investments, incubation, seed and startup, early stage, and later financing.;http://www.felicis.com;http://twitter.com/felicisventures;;http://www.linkedin.com/company/felicis-ventures;216;20;;;
Fenox Venture Capital;https://www.crunchbase.com/organization/fenox-venture-capital;83;8;San Jose, California, United States;Venture Capital;Fenox Venture Capital is a Silicon Valley-based venture capital firm founded by an exceptional team of seasoned entrepreneurs and proven int;http://www.fenoxvc.com;http://twitter.com/FenoxVC;http://www.facebook.com/fenoxvc;http://www.linkedin.com/company/fenox-venture-capital;64;11;;;
FF Angel LLC;https://www.crunchbase.com/organization/ff-angel-llc;65;12;San Francisco, California, United States;Angel Group;FF Angel is part of the San Francisco-based venture capital firm Founders Fund;http://foundersfund.com;;;;51;4;;;
Fifth Wall;https://www.crunchbase.com/organization/fifth-wall-ventures-management;5;;Venice, California, United States;Venture Capital;Investing in Technology for the Built World;http://www.fifthwall.vc;;;;5;;;;
Fifty Years;https://www.crunchbase.com/organization/fifty-years-fund;8;;San Francisco, California, United States;Venture Capital;Fifty Years is an early stage VC fund backing entrepreneurs solving the world's biggest problems.;http://fifty.vc/;https://twitter.com/fiftyyearsvc;https://www.facebook.com/FiftyYearsVC;;7;;;;
Figtree Partners;https://www.crunchbase.com/organization/figtree-part;1;;San Francisco, California, United States;Venture Capital;Figtree Partners operates as a venture capital firm.;http://www.figtreepartners.com/;;;;1;;;;
Fika Ventures;https://www.crunchbase.com/organization/fika-ventures;;;Los Angeles, California, United States;Venture Capital;Fika Ventures;http://fika.vc;;;;;;;;
Fillmore Capital Partners;https://www.crunchbase.com/organization/fillmore-capital-partners;1;;San Francisco, California, United States;Private Equity Firm;Fillmore Capital Partners develops, manages and distributes investment vehicles for institutional and private investors.;http://www.fillmorecap.com;;;;1;1;;;
Film Angels;https://www.crunchbase.com/organization/film-angels;;;San Francisco, California, United States;Angel Group;World's first professional angel investor group for independent film.;http://www.filmangels.org;http://twitter.com/filmangels;;;;;;;
Filtro Private Equity ( Silicon Valley );https://www.crunchbase.com/organization/filtro-private-equity-silicon-valley;2;;San Francisco, California, United States;Private Equity Firm;Filtro Private Equity offers investment opportunities to companies in their early stages.;;;;;1;1;;;
Finaventures;https://www.crunchbase.com/organization/finaventures;12;6;Redwood City, California, United States;Venture Capital;Founded in 1999, Finaventures focuses on early- to mid-stage and growth equity technology companies and is a venture capital firm.;http://www.finaventures.com;http://twitter.com/Finaventures_VC;http://www.facebook.com/pages/Finaventures/188749417827491;http://www.linkedin.com/company/finaventures;7;;;;
Finistere Ventures;https://www.crunchbase.com/organization/finistere-ventures;13;4;San Diego, California, United States;Angel Group;Founded in 2005, Finistere Ventures is an American venture capital firm that offers investments for early-stage life sciences companies.;http://www.finistereventures.com;https://www.twitter.com/finistereag;;;10;5;;;
Finn Capital Partners;https://www.crunchbase.com/organization/finn-capital-partners;5;;San Francisco, California, United States;Venture Capital;Finn Capital Partners is a family fund born out of a third generation family business.;http://www.finncapitalpartners.com/;http://twitter.com/FinnCapital;;;3;;;;
Finney Capita;https://www.crunchbase.com/organization/finney-capita;;;San Francisco, California, United States;Venture Capital;Finney Capital invests in early-stage companies.;http://finney.biz;;;;;;;;
FinSight Ventures;https://www.crunchbase.com/organization/finsight-ventures;12;1;Palo Alto, California, United States;Venture Capital;Finsight Ventures helps entrepreneurs to disrupt the world of finance with technology.;http://finsightvc.com/;;;http://www.linkedin.com/company/finsight-ventures;11;1;;;
Firebolt Ventures;https://www.crunchbase.com/organization/firebolt-ventures;1;;Menlo Park, California, United States;Venture Capital;Firebolt Ventures is a VC firm and it is a new algorithmic approach to the venture capital.;http://www.fireboltventures.com;;;;1;;;;
Firelake Capital Management;https://www.crunchbase.com/organization/firelake-capital-management;40;7;Palo Alto, California, United States;Venture Capital;Firelake Capital Management is a fund with a hybrid portfolio of private and public investments in information technology, energy;http://www.firelakecapital.com;;;;21;3;;;
First Ascent Associates;https://www.crunchbase.com/organization/first-ascent-associates;11;1;San Francisco, California, United States;Venture Capital;We support intelligent and passionate founders working on disruptive high growth startups.;http://www.firstascentassociates.com;http://twitter.com/FirstAscentVC;http://www.facebook.com/FirstAscentVC;http://www.linkedin.com/company/first-ascent-associates;9;;;;
First Beverage Group;https://www.crunchbase.com/organization/first-beverage-group;3;;Los Angeles, California, United States;Venture Capital;First Beverage Group advises and invests in innovative and transformational beverage brands.;http://www.firstbev.com;http://twitter.com/FirstBev;http://www.facebook.com/pages/First-Beverage-Group/472887929427270;http://www.linkedin.com/company/first-beverage-group;3;;;;
First Data Ventures;https://www.crunchbase.com/organization/first-data-ventures;2;;Palo Alto, California, United States;Venture Capital;First Data Ventures;https://www.firstdataventures.com;;;;2;1;;;
First Round;https://www.crunchbase.com/organization/first-round-capital;559;82;San Francisco, California, United States;Venture Capital;First Round is a venture capital firm that specializes in providing seed-stage funding to technology companies.;http://www.firstround.com;http://twitter.com/firstround;http://www.facebook.com/firstroundcapital;https://www.linkedin.com/company/555078?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A555078%2Cidx%3A2-1-4%2CtarId%3A1440802638047%2Ctas%3AFirst%20Round;295;62;;;
Firsthand Technology Value Fund;https://www.crunchbase.com/organization/firsthand-technology-value-fund;11;3;San Jose, California, United States;Venture Capital;Firsthand Technology Value Fund provides private technology and cleantech companies with funds and capital.;http://www.firsthandtvf.com;https://www.twitter.com/firsthandsvvc;;;8;4;;;
Five Crowns Capital;https://www.crunchbase.com/organization/five-crowns-capital;1;;Newport Beach, California, United States;Private Equity Firm;Founded in January 2003, Five Crowns Capital is a private investment firm that sponsors buyouts of small and middle market companies.;http://www.fivecrownscapital.com/;https://twitter.com/5crownscapital;https://www.facebook.com/fivecrownscapital;https://www.linkedin.com/company/five-crowns-capital;1;;;;
Five Mill Ventures;https://www.crunchbase.com/organization/five-mill-ventures;3;;San Francisco, California, United States;Venture Capital;Five Mill Ventures provides early stage capital for atypical entrepreneurs who leverage technology and focus on revenue.;http://www.fivemillventures.com;http://twitter.com/5MillVentures;;;3;;;;
Fjord Ventures;https://www.crunchbase.com/organization/fjord-ventures;9;2;Laguna Hills, California, United States;Venture Capital;Fjord Ventures is committed to providing strategic vision and operational excellence to emerging life.;http://www.fjordventures.com;;;;5;1;;;
Flight Ventures;https://www.crunchbase.com/organization/flight-ventures;52;6;San Francisco, California, United States;Venture Capital;Flight Ventures is a San Francisco-based venture capital firm that invests in SaaS and financial services.;http://flight.vc/;https://twitter.com/flightvc;;https://www.linkedin.com/company/flight-venture;51;6;;;
Flightpath Ventures;https://www.crunchbase.com/organization/flightpath-ventures;;;San Francisco, California, United States;Venture Capital;Seed fund for early-stage tech startups, based in Edmonton, Canada.;http://www.flightpathventures.com;https://www.twitter.com/angellist;https://www.facebook.com/angellist;;;;;;
FLOODGATE;https://www.crunchbase.com/organization/floodgate;245;42;Palo Alto, California, United States;Micro VC;FLOODGATE caters to digital businesses with early, seed, and later stage venture, and debt financing investments.;http://www.floodgate.com;;;https://www.linkedin.com/company/floodgate;166;41;;;
Florence Venture Partners;https://www.crunchbase.com/organization/florence-venture-partners;1;;Palo Alto, California, United States;Angel Group;Palo Alto-based group focused on early stage startups;http://www.florencevp.com;;;;1;1;;;
Focus Investments;https://www.crunchbase.com/organization/focus-investments;1;;Encinitas, California, United States;Venture Capital;Decentralized technology investments;http://www.focusinvestment.com;;;;1;;;;
Focus Opportunity Fund;https://www.crunchbase.com/organization/focus-opportunity-fund;;;Palo Alto, California, United States;Venture Capital;Optimizing expansion-stage venture capital by partnering with top-tier funds.;http://www.focusopportunity.com;;;;;;;;
Focus Ventures;https://www.crunchbase.com/organization/focus-ventures;97;39;Palo Alto, California, United States;Venture Capital;Focus Ventures is a California-based venture capital firm that finances software, communications, and semiconductor companies.;http://www.focusventures.com;http://twitter.com/focusventures;;;66;32;;;
Fog City Capital;https://www.crunchbase.com/organization/fog-city-capital;2;;San Francisco, California, United States;Venture Capital;Fog City Capital is a private equity firm focused exclusively on investments in outsourced business services and technologies within those s;http://www.fogcitycapital.com;;;;1;1;;;
Fog City Fund;https://www.crunchbase.com/organization/fog-city-fund;6;3;San Rafael, California, United States;Venture Capital;Fog City Fund focuses on seed- and early-stage investments in life science and healthcare startups and is a Californian investment firm.;http://www.fogcitycapital.com;;;;5;;;;
for;;;;;;;;;;;;;;;
Forerunner Ventures;https://www.crunchbase.com/organization/forerunner-ventures;83;7;San Francisco, California, United States;Venture Capital;Forerunner Ventures is an early-stage VC firm dedicated to partnering with ambitious entrepreneurs;http://forerunnerventures.com;http://twitter.com/ForerunnerVC;https://www.facebook.com/Forerunner-Ventures-405103102834253/;https://www.linkedin.com/company/6664102;48;12;;;
Foresite Capital;https://www.crunchbase.com/organization/foresite-capital;31;16;San Francisco, California, United States;Private Equity Firm;Foresite Capital provides growth capital to healthcare leaders that aim to transform patient care.;http://www.foresitecapital.com;https://twitter.com/ForesiteCapital;;https://www.linkedin.com/company/1451892?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A1451892%2Cidx%3A1-1-1%2CtarId%3A1439933670848%2Ctas%3AForesite%20Capital;26;9;;;
Formation 8;https://www.crunchbase.com/organization/formation8;121;8;San Francisco, California, United States;Venture Capital;Formation 8, a California-based technology investment firm, focuses on seed, early, and later stage venture investments.;http://formation8.com;http://twitter.com/formation8vc;;;87;41;;;
Formation Group;https://www.crunchbase.com/organization/formation-group;4;1;Palo Alto, California, United States;Venture Capital;Formation Group is a venture fund based in Palo Alto with offices in Seoul and Singapore.;http://formationgroup.com/;https://twitter.com/formation_group;https://www.facebook.com/formationgroup/?fref=ts&success=1;https://www.linkedin.com/company/formation-group?trk=company_logo;3;1;;;
Formational Ventures;https://www.crunchbase.com/organization/formational-ventures;;;Palo Alto, California, United States;Venture Capital;Formational Ventures, LLC is a venture capital firm specializing in seed and early stage investments.;http://www.formational.com;;;;;;;;
